,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,Parking,NumAdults,NumChildren,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,isCanceled,RoomType_Room_Type 1,RoomType_Room_Type 2,RoomType_Room_Type 3,RoomType_Room_Type 4,RoomType_Room_Type 5,RoomType_Room_Type 6,RoomType_Room_Type 7,MealPlan_Meal Plan 1,MealPlan_Meal Plan 2,MealPlan_Meal Plan 3,MealPlan_Not Selected,MarketSegment_Aviation,MarketSegment_Complementary,MarketSegment_Corporate,MarketSegment_Offline,MarketSegment_Online,date,maxtemp,mintemp,sunhour,totalsnow
159075,80,2018,9,26,1,2,0,1,0,0,0,0,86.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159079,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159083,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159087,38,2018,9,26,1,2,0,2,0,0,0,0,156.6,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159091,0,2018,9,26,1,0,0,1,0,0,0,0,106.65,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159095,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159099,51,2018,9,26,1,1,0,2,0,0,0,0,135.9,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159103,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159107,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159111,34,2018,9,26,1,3,0,2,0,0,0,0,95.17,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159115,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159119,20,2018,9,26,1,3,0,2,0,0,0,0,131.2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159123,75,2018,9,26,1,2,0,2,0,0,0,0,135.9,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159127,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159131,27,2018,9,26,1,1,0,3,0,0,0,0,140.2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159135,1,2018,9,26,1,0,0,1,0,0,0,0,195.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159139,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159143,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159147,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159151,80,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159155,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159159,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159163,212,2018,9,26,1,3,0,2,0,0,0,0,129.65,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159167,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159171,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159175,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159179,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159183,3,2018,9,26,1,1,0,2,0,0,0,0,195.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159187,91,2018,9,26,1,3,0,2,0,0,0,0,95.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159191,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159195,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159199,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159203,40,2018,9,26,1,3,0,1,0,0,0,0,149.4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159207,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159211,6,2018,9,26,1,0,0,3,0,0,0,0,133.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159215,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159219,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159223,95,2018,9,26,1,2,0,2,0,0,0,0,149.4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159227,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159231,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159235,33,2018,9,26,1,1,0,2,0,0,0,0,119.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159239,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159243,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159247,5,2018,9,26,1,0,0,2,0,0,0,0,84.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-09-26,17,10,12.0,0.0
159251,1,2018,9,26,1,1,0,2,0,0,0,0,170.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159255,28,2018,9,26,1,0,0,1,0,0,0,0,104.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159259,57,2018,9,26,1,1,1,3,0,0,0,0,228.6,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159263,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159267,59,2018,9,26,1,1,0,2,0,0,0,0,135.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159271,58,2018,9,26,1,3,0,3,0,0,0,0,152.08,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159275,22,2018,9,26,1,1,0,2,0,0,0,0,148.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159279,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159283,18,2018,9,26,1,0,0,2,0,0,0,0,129.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159287,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159291,53,2018,9,26,1,0,0,2,0,0,0,0,125.1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159295,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159299,17,2018,9,26,1,1,0,1,0,1,0,2,95.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-09-26,17,10,12.0,0.0
159303,4,2018,9,26,1,1,0,1,0,0,0,0,98.1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159307,418,2018,9,26,1,2,0,2,0,0,0,0,107.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159311,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159315,3,2018,9,26,1,2,0,3,0,0,0,0,266.67,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2018-09-26,17,10,12.0,0.0
159319,418,2018,9,26,1,2,0,2,0,0,0,0,75.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159323,4,2018,9,26,1,1,0,1,0,0,0,0,98.1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159327,250,2018,9,26,1,3,0,2,0,0,0,0,95.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-09-26,17,10,12.0,0.0
159331,64,2018,4,25,1,1,0,2,0,0,0,0,105.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159340,133,2018,4,25,1,2,0,2,0,0,0,0,80.75,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-25,23,11,14.0,0.0
159349,83,2018,4,25,1,2,0,2,0,0,0,0,96.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159358,13,2018,4,25,1,3,0,1,2,0,0,0,260.5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159367,81,2018,4,25,1,3,0,2,0,0,0,0,103.7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159376,83,2018,4,25,1,2,1,2,0,0,0,0,105.3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159385,26,2018,4,25,1,4,0,2,2,0,0,0,197.78,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159394,75,2018,4,25,1,3,0,2,0,0,0,0,75.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-25,23,11,14.0,0.0
159403,27,2018,4,25,1,0,0,1,0,0,0,0,111.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159412,86,2018,4,25,3,5,0,2,0,0,0,0,105.4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159421,86,2018,4,25,3,5,0,2,0,0,0,0,105.4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159430,53,2018,4,25,1,2,0,2,0,0,0,0,119.1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159439,97,2018,4,25,1,2,0,2,0,0,0,0,85.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159448,74,2018,4,25,1,2,0,2,0,0,0,0,85.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159457,97,2018,4,25,1,2,0,2,0,0,0,0,85.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159466,113,2018,4,25,1,2,0,2,0,0,0,0,96.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159475,82,2018,4,25,1,0,0,2,0,0,0,0,74.15,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159484,44,2018,4,25,1,3,0,2,0,0,0,0,101.34,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159493,77,2018,4,25,1,1,0,2,1,0,0,0,112.5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159502,90,2018,4,25,1,1,0,2,0,0,0,0,96.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159511,109,2018,4,25,1,4,0,2,0,0,0,0,80.75,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159520,77,2018,4,25,1,1,0,2,0,0,0,0,96.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159529,91,2018,4,25,1,2,0,2,0,0,0,0,85.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159538,64,2018,4,25,1,4,0,2,1,0,0,0,119.17,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159547,79,2018,4,25,1,1,0,3,0,0,0,0,115.6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-25,23,11,14.0,0.0
159556,62,2018,4,25,1,2,0,2,0,0,0,0,94.8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159565,12,2018,4,25,1,0,0,2,0,0,0,0,131.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159574,62,2018,4,25,1,3,0,2,0,0,0,0,76.91,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159583,75,2018,4,25,1,4,0,2,0,0,0,0,80.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-25,23,11,14.0,0.0
159592,79,2018,4,25,1,1,0,2,0,0,0,0,90.95,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-25,23,11,14.0,0.0
159601,47,2018,4,25,1,4,0,2,1,0,0,0,119.17,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159610,18,2018,4,25,1,0,0,2,1,0,0,0,148.5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159619,48,2018,4,25,1,2,0,2,1,0,0,0,121.8,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159628,99,2018,4,25,1,3,0,2,0,0,0,0,90.95,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159637,53,2018,4,25,1,2,0,2,0,0,0,0,119.1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159646,107,2018,4,25,1,3,0,2,0,0,0,0,65.49,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159655,75,2018,4,25,1,3,0,2,0,0,0,0,103.7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159664,80,2018,4,25,1,0,0,2,0,0,0,0,96.3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159673,99,2018,4,25,1,3,0,2,0,0,0,0,90.95,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159682,63,2018,4,25,1,2,0,2,0,0,0,0,105.6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159691,10,2018,4,25,1,4,0,2,0,0,0,0,174.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159700,68,2018,4,25,1,0,0,2,0,0,0,0,114.5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159709,38,2018,4,25,1,3,0,2,1,0,0,0,121.95,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159718,76,2018,4,25,1,1,0,2,0,0,0,0,85.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159727,62,2018,4,25,1,3,0,2,0,0,0,0,109.68,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159736,16,2018,4,25,1,2,0,2,0,0,0,0,136.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159745,60,2018,4,25,1,3,0,3,0,0,0,0,130.48,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159754,84,2018,4,25,1,2,0,1,0,0,0,0,90.9,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159763,47,2018,4,25,1,4,0,2,1,0,0,0,119.17,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159772,3,2018,4,25,1,0,0,1,0,1,0,4,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-04-25,23,11,14.0,0.0
159781,97,2018,4,25,1,3,0,3,0,0,0,0,110.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159790,56,2018,4,25,1,3,0,3,0,0,0,0,111.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-04-25,23,11,14.0,0.0
159799,58,2018,4,25,1,3,0,2,0,0,0,0,86.72,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159808,3,2018,4,25,1,2,0,2,0,0,0,0,131.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159817,95,2018,4,25,1,3,0,2,0,0,0,0,90.95,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159826,42,2018,4,25,1,3,0,2,2,0,0,0,175.28,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159835,27,2018,4,25,1,0,0,1,0,0,0,0,111.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159844,100,2018,4,25,1,2,0,1,0,0,0,0,80.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159853,97,2018,4,25,1,2,0,2,0,0,0,0,85.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159862,209,2018,4,25,1,2,0,2,0,0,0,0,81.77,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159871,60,2018,4,25,1,0,0,1,0,0,0,0,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-04-25,23,11,14.0,0.0
159880,60,2018,4,25,1,0,0,1,0,1,0,1,65.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-04-25,23,11,14.0,0.0
159889,0,2018,4,25,1,0,0,1,0,1,0,15,65.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2018-04-25,23,11,14.0,0.0
159898,92,2018,4,25,1,3,0,2,0,0,0,0,90.95,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159907,83,2018,4,25,1,2,0,2,0,0,0,0,96.3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-04-25,23,11,14.0,0.0
159916,61,2017,11,21,2,1,0,3,0,0,0,0,90.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2017-11-21,13,2,9.0,0.0
159925,22,2017,11,21,2,1,0,2,0,0,0,0,88.33,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-11-21,13,2,9.0,0.0
159934,61,2017,11,21,2,2,0,2,0,0,0,0,60.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2017-11-21,13,2,9.0,0.0
159943,67,2017,11,21,1,1,0,2,0,0,0,0,79.2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2017-11-21,13,2,9.0,0.0
159952,13,2018,6,5,1,0,0,2,0,0,0,0,111.85,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-05,26,14,15.7,0.0
159961,138,2018,6,5,2,2,0,2,0,0,0,0,110.08,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-05,26,14,15.7,0.0
159970,163,2018,6,5,2,2,0,1,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-05,26,14,15.7,0.0
159979,163,2018,6,5,2,2,0,1,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-05,26,14,15.7,0.0
159988,163,2018,6,5,2,2,0,1,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-05,26,14,15.7,0.0
159997,163,2018,6,5,2,2,0,1,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-05,26,14,15.7,0.0
160006,163,2018,6,5,2,2,0,1,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-05,26,14,15.7,0.0
160015,163,2018,6,5,2,2,0,1,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-05,26,14,15.7,0.0
160024,174,2018,6,5,2,0,0,2,0,0,0,0,115.2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-05,26,14,15.7,0.0
160033,117,2018,6,5,2,2,0,2,0,0,0,0,110.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-05,26,14,15.7,0.0
160042,163,2018,6,5,2,2,0,1,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-05,26,14,15.7,0.0
160051,163,2018,6,5,2,2,0,1,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-05,26,14,15.7,0.0
160060,163,2018,6,5,2,2,0,1,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-05,26,14,15.7,0.0
160069,163,2018,6,5,2,2,0,1,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-05,26,14,15.7,0.0
160078,98,2018,6,5,2,3,0,2,0,0,0,0,90.97,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-05,26,14,15.7,0.0
160087,163,2018,6,5,2,2,0,1,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-05,26,14,15.7,0.0
160096,141,2018,6,5,2,0,0,1,0,0,0,0,111.15,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-05,26,14,15.7,0.0
160105,163,2018,6,5,2,2,0,1,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-05,26,14,15.7,0.0
160114,163,2018,6,5,2,2,0,1,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-05,26,14,15.7,0.0
160123,117,2018,6,5,2,3,0,1,0,0,0,0,110.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-05,26,14,15.7,0.0
160132,58,2018,6,5,1,0,0,2,0,0,0,0,76.92,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2018-06-05,26,14,15.7,0.0
160141,163,2018,6,5,2,2,0,1,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-05,26,14,15.7,0.0
160150,163,2018,6,5,2,2,0,1,0,0,0,0,100.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2018-06-05,26,14,15.7,0.0
